PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Light, GA; Hsu, JL; Hsieh, MH; Meyer-Gomes, K; Sprock, J; Swerdlow, NR; Braff, DL				Light, Gregory A.; Hsu, Jung Lung; Hsieh, Ming H.; Meyer-Gomes, Katrin; Sprock, Joyce; Swerdlow, Neal R.; Braff, David L.			Gamma band oscillations reveal neural network cortical coherence dysfunction in schizophrenia patients	BIOLOGICAL PSYCHIATRY			English	Review						gamma band; oscillations; EEG; schizophrenia; coherence; event-related potential; evoked power; induced oscillations; cognition; working memory	STEADY-STATE RESPONSES; MISMATCH NEGATIVITY DEFICITS; WORKING-MEMORY; 40 HZ; AUDITORY-STIMULATION; 1ST-EPISODE SCHIZOPHRENIA; SELECTIVE ATTENTION; NEURONAL NETWORKS; EVOKED-POTENTIALS; BIPOLAR DISORDER	Background: Gamma band activity has been associated with many sensory and cognitive functions, and is important for cortico-cortical transmission and the integration of h formation across neural networks. The aims of the present study were to determine if schizophrenia patients have deficits in the generation and maintenance of coherent, synchronized oscillations in response to steady-state stimulation, and to examine the clinical and cognitive correlates of the electroencephalography (EEG) oscillatory dynamics. Methods. Schizophrenia patients (n = 100) and nonpsychiatric subjects (n = 80) underwent auditory steady-state event-related potential testing. Click trains varying in rate of stimulation (20, 30, and 40 Hz) werepresented; EEG-evoked power and intertrial phase synchronization were obtained in response to each stimulation frequency. Subjects also underwent clinical and neurocognitive assessments. Results: Patients bad reductions in both evoked power and phase synchronization in response to 30- and 40-Hz stimulation but normal responsivity to 20-Hz stimulation. Maximal deficits were detected in response to 40-Hz stimulation. A modest association of reduced working memory performance and 40-Hz intertrial phase synchronization was present in schizophrenia patients (r=.32, p <.01). Conclusions: Schizophrenia patients havefrequency-specific deficits in the generation and maintenance of coherent gamma-range oscillations, reflecting a fundamental degradation of basic integrated neural network activity.	Univ Calif San Diego, Dept Psychiat, La Jolla, CA 92093 USA; Shin Kong WHS Mem Hosp, Dept Neurol, Taipei, Taiwan; Natl Taiwan Univ Hosp, Dept Psychiat, Taipei, Taiwan		Light, GA (corresponding author), Univ Calif San Diego, Dept Psychiat, 9500 Gilman Dr, La Jolla, CA 92093 USA.	glight@ucsd.edu	H.Hsieh, Ming/B-2970-2010; Light, Gregory/AAA-5696-2020; Swerdlow, Neal/AAU-4912-2020	H.Hsieh, Ming/0000-0002-3585-7843; 	NATIONAL INSTITUTE OF MENTAL HEALTH [R37MH042228, R01MH042228, R01MH065571] Funding Source: NIH RePORTER; NIMH NIH HHS [MH18399, MH065571, MH042228] Funding Source: Medline	NATIONAL INSTITUTE OF MENTAL HEALTH(United States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Institute of Mental Health (NIMH)); NIMH NIH HHS(United States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Institute of Mental Health (NIMH))			117	287	295	1	42	ELSEVIER SCIENCE INC	NEW YORK	360 PARK AVE SOUTH, NEW YORK, NY 10010-1710 USA	0006-3223			BIOL PSYCHIAT	Biol. Psychiatry	DEC 1	2006	60	11					1231	1240		10.1016/j.biopsych.2006.03.055	http://dx.doi.org/10.1016/j.biopsych.2006.03.055			10	Neurosciences; Psychiatry	Science Citation Index Expanded (SCI-EXPANDED)	Neurosciences & Neurology; Psychiatry	108ZW	16893524				2022-08-02	WOS:000242278700009
J	Takeichi, H; Koyama, S; Matani, A; Cichocki, A				Takeichi, Hiroshige; Koyama, Sachiko; Matani, Ayumu; Cichocki, Andrzej			Speech comprehension assessed by electroencephalography: A new method using m-sequence modulation	NEUROSCIENCE RESEARCH			English	Article						event-related brain potential; cross-correlation function; independent component analysis; ICALAB; Japanese; natural continuous speech; N400	MEMORY; N400	Electroencephalograms (EEGs) were recorded from eight Japanese speakers while they listened to Japanese and Spanish sentences (approximately 51 s each). The sentences were modulated in amplitude by a binary m-sequence and played forward or backward. A circular cross-correlation function was computed between the EEG signals and the m-sequence and averaged across subjects. Independent component analysis of the averaged function revealed a component source response which was obtained only for the comprehensible Japanese and not for the incomprehensible sentences. The present study has thus shown that a 1-min long EEG signal is sufficient for the assessment of speech comprehension. (c) 2006 Elsevier Ireland Ltd and the Japan Neuroscience Society. All rights reserved.	RIKEN, Ind Cooperat Team, Nishina Ctr Accelerator Based Sci, Inst Phys & Chem Res, Wako, Saitama 3510198, Japan; RIKEN, Lab Adv Brain Signal Proc, Brain Sci Inst, Inst Phys & Chem Res, Wako, Saitama 3510198, Japan; Univ Tokyo, Intelligent Modeling Lab, Tokyo, Japan; Hokkaido Univ, Res Inst Elect Sci, Sapporo, Hokkaido 060, Japan; Univ Tokyo, Grad Sch Frontier Sci, Tokyo, Japan		Takeichi, H (corresponding author), RIKEN, Ind Cooperat Team, Nishina Ctr Accelerator Based Sci, Inst Phys & Chem Res, Hirosawa 2-1, Wako, Saitama 3510198, Japan.	takeichi@riken.jp	Matani, Ayumu/AAB-3050-2019; Cichocki, Andrzej/AAI-4209-2020; Cichocki, Andrzej/A-1545-2015; Takeichi, Hiroshige/C-4377-2017	Cichocki, Andrzej/0000-0002-8364-7226; Takeichi, Hiroshige/0000-0002-8545-417X; Matani, Ayumu/0000-0001-5238-6898					23	7	7	0	3	ELSEVIER IRELAND LTD	CLARE	ELSEVIER HOUSE, BROOKVALE PLAZA, EAST PARK SHANNON, CO, CLARE, 00000, IRELAND	0168-0102	1872-8111		NEUROSCI RES	Neurosci. Res.	FEB	2007	57	2					314	318		10.1016/j.neures.2006.10.008	http://dx.doi.org/10.1016/j.neures.2006.10.008			5	Neurosciences	Science Citation Index Expanded (SCI-EXPANDED)	Neurosciences & Neurology	141JS	17134778				2022-08-02	WOS:000244575200017
J	Stahl, J; Gibbons, H				Stahl, Jutta; Gibbons, Henning			Event-related brain potentials support episodic-retrieval explanations of flanker negative priming	EXPERIMENTAL BRAIN RESEARCH			English	Article						eriksen flanker task; negative priming; positive priming; EEG; event-related potentials; lateralized readiness potential; P300; episodic retrieval	SELECTIVE ATTENTION; MECHANISMS; TASK	Brain-electrical correlates of identity-based negative priming (NP) were investigated, using event-related potentials (ERPs) and the lateralized readiness potential (LRP). Sixteen participants responded to the central digit ("target") of a triplet of digits while ignoring the identical flankers ("distractors"). In the DT condition designed to produce NP, the target was the preceding distractor. No stimuli were repeated in the control condition. In the TT condition supposed to produce positive priming (PP), the target stimulus was repeated. With this latter condition, design imbalances were avoided and ERP correlates of PP and NP could be compared. Significant behavioural PP (81-ms RT decrease in the TT condition) and NP effects (13-ms RT increase in the DT condition) were observed. Compared to control, left-posterior P300 amplitude was reduced for priming conditions TT and DT. It is argued that P300 findings are better in line with episodic-retrieval than activation/inhibition view since the latter predicts opposite ERP differences-to-control for TT and DT. P300 reduction may reflect an initial evaluation of both TT and DT probe displays as similar to the prime, resulting in a tendency to repeat the prime response. This tendency is correct in the TT condition but wrong in the DT condition, causing response conflict. A response-conflict account of flanker NP also receives support from the present LRP data: onset of the response-locked LRP occurred significantly earlier for DT than control, indicating increased motor processing time. Overall, data support episodic-retrieval explanations of flanker NP.	Univ Gottingen, Georg Elias Muller Inst Psychol, D-37073 Gottingen, Germany		Gibbons, H (corresponding author), Univ Gottingen, Georg Elias Muller Inst Psychol, Gosslerstr 14, D-37073 Gottingen, Germany.	hgibbon@uni-goettingen.de		Stahl, Jutta/0000-0002-3252-180X					35	15	15	0	3	SPRINGER	NEW YORK	233 SPRING STREET, NEW YORK, NY 10013 USA	0014-4819			EXP BRAIN RES	Exp. Brain Res.	AUG	2007	181	4					595	606		10.1007/s00221-007-0951-y	http://dx.doi.org/10.1007/s00221-007-0951-y			12	Neurosciences	Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI)	Neurosciences & Neurology	193UO	17476488				2022-08-02	WOS:000248300900007
J	Babiloni, C; Brancucci, A; Del Percio, C; Capotosto, P; Arendt-Nielsen, L; Chen, ACN; Rossini, PM				Babiloni, Claudio; Brancucci, Alfredo; Del Percio, Claudio; Capotosto, Paolo; Arendt-Nielsen, Lars; Chen, Andrew C. N.; Rossini, Paolo Maria			Anticipatory electroencephalography alpha rhythm predicts subjective perception of pain intensity	JOURNAL OF PAIN			English	Article						expectancy; painful stimulation; CO2-laser; high-resolution EEG; alpha event-related desynchronization/synchronization; (ERD/ERS); primary somatosensory cortex; subjective evaluation of pain	EVENT-RELATED DESYNCHRONIZATION; CINGULATE CORTEX INVOLVEMENT; HUMAN ANTERIOR CINGULATE; BAND POWER CHANGES; CORTICAL REPRESENTATION; SOMATOSENSORY CORTEX; SELECTIVE ATTENTION; EVOKED POTENTIALS; BACK-PAIN; STIMULATION	This high-resolution electroencephalography (EEG) study tested the hypothesis that the suppression of rolandic alpha power before predictable painful stimulation affects the subject's subsequent evaluation of pain intensity, as a reflection of the influence of expectancy processes on painful stimulus processing. High-resolution EEG data were recorded (126 channels) from 10 healthy adult volunteers during the expectancy of a painful CO2-laser stimulation at the right wrist. Surface laplacian estimation enhanced the EEG spatial information content over 6 scalp regions of interest (left frontal, right frontal, left central, right central, left parietal, and right parietal areas). Spectral power was computed for 3 alpha sub-bands with reference to the individual alpha frequency peak (about 5-7 Hz for alpha 1, 7-9 Hz for alpha 2, and 9-11 Hz for alpha 3). The suppression of the alpha power before the painful stimulation [as reflected by the event-related desynchronization (ERD)] indexed the anticipatory cortical processes. Results showed maximum (negative) correlations between the alpha 2 and alpha 3 ERD amplitude at the left central area and the subjective evaluation of pain intensity (P < .001). The stronger the anticipatory alpha 2 and alpha 3 ERD, the higher the subjective evaluation of pain intensity. For alpha 3, that correlation was confirmed even when the effect of habituation across the recording session was taken into account. These results suggest that the anticipatory suppression of the alpha rhythms over the contralateral primary sensorimotor cortex predicts subsequent subjects' evaluation of pain intensity, in line with its crucial role for the discrimination of that intensity. Perspective: This electroencephalographic study showed that anticipatory activation/deactivation of sensorimotor cortex roughly predicts subjective evaluation of pain. This motivates further investigation on possible implications for the understanding of central chronic pain. Chronic pain patients might exaggerate the anticipatory activation of sensorimotor cortex to negligible pain stimuli. (c) 2006 by the American Pain Society	Univ Roma La Sapienza, Dipartimento Fisiol Umana & Farmacol, Sez EEG Alta Risoluz, I-00185 Rome, Italy; Osped FBF Isola Tiberina, Assoc Fatebenefratelli Res, CRCCS, Rome, Italy; IRCCS S Giovanni Dio FBF, Brescia, Italy; Univ Aalborg, Human Brain Mapping & Cort Imaging Lab, SMI, Aalborg, Denmark; CONI Serv, Ist Med & Sci Sport, Rome, Italy; Capital Univ Med Sci, Ctr Funct Human Brain Mapping, Beijing, Peoples R China; Univ Campus Biomed, Neurol Clin, Rome, Italy		Babiloni, C (corresponding author), Univ Roma La Sapienza, Dipartimento Fisiol Umana & Farmacol, Sez EEG Alta Risoluz, Piazzale Aldo Moro 5, I-00185 Rome, Italy.	claudio.babiloni@uniroma1.it	Rossini, Paolo M./D-4994-2013; Arendt-Nielsen, Lars/T-4885-2018; Babiloni, Claudio/AAC-5324-2022; capotosto, paolo/A-6771-2015	Rossini, Paolo M./0000-0003-2665-534X; Babiloni, Claudio/0000-0002-5245-9839; Arendt-Nielsen, Lars/0000-0003-0892-1579					49	87	89	0	7	CHURCHILL LIVINGSTONE	EDINBURGH	JOURNAL PRODUCTION DEPT, ROBERT STEVENSON HOUSE, 1-3 BAXTERS PLACE, LEITH WALK, EDINBURGH EH1 3AF, MIDLOTHIAN, SCOTLAND	1526-5900			J PAIN	J. Pain	OCT	2006	7	10					709	717		10.1016/j.jpain.2006.03.005	http://dx.doi.org/10.1016/j.jpain.2006.03.005			9	Clinical Neurology; Neurosciences	Science Citation Index Expanded (SCI-EXPANDED)	Neurosciences & Neurology	097FD	17018331				2022-08-02	WOS:000241431500004
J	Herrmann, MJ; Ehlis, AC; Ellgring, H; Fallgatter, AJ				Herrmann, MJ; Ehlis, AC; Ellgring, H; Fallgatter, AJ			Early stages (P100) of face perception in humans as measured with event-related potentials (ERPs)	JOURNAL OF NEURAL TRANSMISSION			English	Article						face processing; ERP; N170; P100	RECOGNITION; OBJECT; N170; INVERSION; COMPONENT; CORTEX; BRAIN	According to current ERP literature, face specific activity is reflected by a negative component over the inferior occipito-temporal cortex between 140 and 180 ms after stimulus onset (N170). A recently published study (Liu et al., 2002) using magnetoencephalography (MEG) clearly indicated that a face-selective component can be observed at 100 ms (M100) which is about 70 ms earlier than reported in most previous studies. Here we report these early differences at 107 ms between the ERPs of faces and buildings over the occipito-temporal cortex using electroencephalography. To exclude contrast differences as the main factor for this P100 differences we replicated this study using pictures of faces and scrambled faces. Both studies indicated that face processing starts already at similar to 100 ms with an initial stage which can be measured not only with MEG but also with ERPs.	Univ Wurzburg, Dept Psychiat & Psychotherapy, D-97070 Wurzburg, Germany; Univ Wurzburg, Inst Psychol, D-97070 Wurzburg, Germany		Herrmann, MJ (corresponding author), Univ Hosp Wurzburg, Dept Psychiat & Psychotherapy, Fuechsleinstr 15, D-97080 Wurzburg, Germany.	Martin.Herrmann@mail.uni-wuerzburg.de	herrmann, martin/AAT-9836-2020; Herrmann, Martin J./C-9904-2009	Herrmann, Martin J./0000-0001-9970-2122; Ehlis, Ann-Christine/0000-0002-8142-9743					21	136	142	0	27	SPRINGER WIEN	VIENNA	SACHSENPLATZ 4-6, PO BOX 89, A-1201 VIENNA, AUSTRIA	0300-9564			J NEURAL TRANSM	J. Neural Transm.	AUG	2005	112	8					1073	1081		10.1007/s00702-004-0250-8	http://dx.doi.org/10.1007/s00702-004-0250-8			9	Clinical Neurology; Neurosciences	Science Citation Index Expanded (SCI-EXPANDED)	Neurosciences & Neurology	943PJ	15583954				2022-08-02	WOS:000230365900008
J	Posada, A; Franck, N; Augier, S; Georgieff, N; Jeannerod, M				Posada, Andres; Franck, Nicolas; Augier, Segolene; Georgieff, Nicolas; Jeannerod, Marc			Altered processing of sensorimotor feedback in schizophrenia	COMPTES RENDUS BIOLOGIES			English	Article						psychiatry; EEG; cognitive processes; visuomotor integration; clinical neurophysiology	GAMMA ACTIVITY; CONSEQUENCES; DEFICITS; AGENCY	Schizophrenia is characterized by an altered sense of the reality, associated with hallucinations and delusions. Some theories suggest that schizophrenia is related to a deficiency of the system that generates information about the sensory consequences of the actions realized by the subject. This system monitors the reafferent information resulting from an action and allows its anticipation. In the present study, we examined visual-event-related potentials (ERPs) generated by a sensorimotor task in 15 patients with schizophrenia and 15 normal controls. The visual feedback from hand movements performed by the subjects was experimentally distorted. Behavioral results showed that patients were impaired in recognizing their own movements. The ERP signal in patients also differed from those of control subjects. In patients, the ERP waveform was affected during the early part of the response (200 ms). This early effect in schizophrenic patients reveals a modified processing of the visual consequence of their actions.	Inst Cognit Sci, F-69675 Bron, France; Ctr Int Fis, Bogota, Colombia; Ctr Hosp Le Vinatier, F-69677 Bron, France		Jeannerod, M (corresponding author), Inst Cognit Sci, 67 bd Pinel, F-69675 Bron, France.	jeannerod@isc.cnrs.fr		Franck, Nicolas/0000-0002-2894-5108					25	11	11	0	4	ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER	ISSY-LES-MOULINEAUX	65 RUE CAMILLE DESMOULINS, CS50083, 92442 ISSY-LES-MOULINEAUX, FRANCE	1631-0691	1768-3238		CR BIOL	C. R. Biol.	MAY	2007	330	5					382	388		10.1016/j.crvi.2007.02.003	http://dx.doi.org/10.1016/j.crvi.2007.02.003			7	Biology	Science Citation Index Expanded (SCI-EXPANDED)	Life Sciences & Biomedicine - Other Topics	182SW	17531787				2022-08-02	WOS:000247525300002
J	Sitnikova, T; West, WC; Kuperberg, GR; Holcomb, PJ				Sitnikova, T; West, WC; Kuperberg, GR; Holcomb, PJ			The neural organization of semantic memory: Electrophysiological activity suggests feature-based segregation	BIOLOGICAL PSYCHOLOGY			English	Article						semantics; human; brain mapping; cerebral cortex; anatomy; anatomy; physiology; visual perception; evoked potentials; electroencephalography	EVENT-RELATED POTENTIALS; BRAIN POTENTIALS; CORTICAL REGIONS; MODALITY SPECIFICITY; SCALP DISTRIBUTIONS; TEMPORAL CORTEX; LIVING CATEGORY; OBJECT; WORD; KNOWLEDGE	Despite decades of research, it remains controversial whether semantic knowledge is anatomically segregated in the human brain. To address this question, we recorded event-related potentials (ERPs) while participants viewed pictures of animals and tools. Within the 200-600-ms epoch after stimulus presentation, animals (relative to tools) elicited an increased anterior negativity that, based on previous ERP studies, we interpret as associated with semantic processing of visual object attributes. In contrast, tools (relative to animals) evoked an enhanced posterior left-lateralized negativity that, according to prior research, might reflect accessing knowledge of characteristic motion and/or more general functional properties of objects. These results support the hypothesis of the neuroanatomical knowledge organization at the level of object features: the observed neurophysiological activity was modulated by the features that were most salient for object recognition. The high temporal resolution of ERPs allowed us to demonstrate that differences in processing animals and tools occurred specifically within the time-window encompassing semantic analysis. (c) 2005 Elsevier B.V. All rights reserved.	Massachusetts Gen Hosp, Dept Neurol, Boston, MA 02114 USA; Massachusetts Gen Hosp, Dept Psychiat, Charlestown, MA 02129 USA; Harvard Univ, Sch Med, Boston, MA 02115 USA; Tufts Univ, Dept Psychol, Medford, MA 02155 USA		Sitnikova, T (corresponding author), Massachusetts Gen Hosp, Dept Neurol, Boston, MA 02114 USA.	tatiana@nmr.mgh.harvard.edu			NICHD NIH HHS [R01 HD043251, HD25889, R37 HD025889, R01 HD025889-16, R01 HD043251-04, R01 HD025889] Funding Source: Medline; EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT [R37HD025889] Funding Source: NIH RePORTER; EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH &HUMAN DEVELOPMENT [R29HD025889, R01HD025889, R01HD043251] Funding Source: NIH RePORTER	NICHD NIH HHS(United States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH Eunice Kennedy Shriver National Institute of Child Health & Human Development (NICHD)); EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT(United States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH Eunice Kennedy Shriver National Institute of Child Health & Human Development (NICHD)); EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH &HUMAN DEVELOPMENT(United States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH Eunice Kennedy Shriver National Institute of Child Health & Human Development (NICHD))			99	46	48	0	9	ELSEVIER	AMSTERDAM	RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS	0301-0511	1873-6246		BIOL PSYCHOL	Biol. Psychol.	MAR	2006	71	3					326	340		10.1016/j.biopsycho.2005.07.003	http://dx.doi.org/10.1016/j.biopsycho.2005.07.003			15	Psychology, Biological; Behavioral Sciences; Psychology; Psychology, Experimental	Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI)	Psychology; Behavioral Sciences	018JO	16129544	Green Accepted			2022-08-02	WOS:000235760700014
J	Kiebel, SJ; Garrido, MI; Friston, KJ				Kiebel, Stefan J.; Garrido, Marta I.; Friston, Karl J.			Dynamic causal modelling of evoked responses: The role of intrinsic connections	NEUROIMAGE			English	Article						EEG/MEG; evoked response; dynamic causal modelling; intrinsic connections; extrinsic connection	MISMATCH NEGATIVITY; AUDITORY-CORTEX; BRAIN; FMRI; MEG; EEG	Dynamic causal modelling is an approach to characterising evoked responses as measured by magneto/electroencephalography (M/EEG). A dynamic causal model (DCM) is a spatiotemporal, generative network model for event-related fields/responses (ERP/ERF) data. Using Bayesian model inversion, one can compute the posterior distributions of the DCM's physiological parameters and its marginal likelihood for model comparison. Model comparison can be used to test mechanistic hypotheses about how electrophysiological data were generated. In this work, we look at the relative importance of changes in intrinsic (within source) and extrinsic (between sources) connections in generating mismatch responses. In short, we introduce the modulation of intrinsic connectivity to the DCM framework. This is useful for testing hypotheses about adaptation of neuronal responses to local influences, in relation to influences that are mediated by long-range extrinsic connections (forward, backward, and lateral) from other sources. We illustrate this extension using synthetic data and empirical data from an oddball ERP experiment. (c) 2007 Elsevier Inc. All rights reserved.	UCL, Inst Neurol, Wellcome Trust Ctr Neuroimaging, London WC1N 3AR, England		Kiebel, SJ (corresponding author), UCL, Inst Neurol, Wellcome Trust Ctr Neuroimaging, 12 Queen Sq, London WC1N 3AR, England.	skiebel@fil.ion.ucl.ac.uk	Garrido, Marta I/B-7372-2013; Friston, Karl/D-9230-2011; Kiebel, Stefan J/B-1551-2009	Friston, Karl/0000-0001-7984-8909; Kiebel, Stefan J/0000-0002-5052-1117; Garrido, Marta/0000-0003-0679-4959	Wellcome Trust Funding Source: Medline	Wellcome Trust(Wellcome TrustEuropean Commission)			25	92	94	1	24	ACADEMIC PRESS INC ELSEVIER SCIENCE	SAN DIEGO	525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA	1053-8119			NEUROIMAGE	Neuroimage	JUN	2007	36	2					332	345		10.1016/j.neuroimage.2007.02.046	http://dx.doi.org/10.1016/j.neuroimage.2007.02.046			14	Neurosciences; Neuroimaging; Radiology, Nuclear Medicine & Medical Imaging	Science Citation Index Expanded (SCI-EXPANDED)	Neurosciences & Neurology; Radiology, Nuclear Medicine & Medical Imaging	171WS	17462916				2022-08-02	WOS:000246766700008
J	Debener, S; Strobel, A; Sorger, B; Peters, J; Kranczioch, C; Engel, AK; Goebel, R				Debener, Stefan; Strobel, Alexander; Sorger, Bettina; Peters, Judith; Kranczioch, Cornelia; Engel, Andreas K.; Goebel, Rainer			Improved quality of auditory event-related potentials recorded simultaneously with 3-T fMRI: Removal of the ballistocardiogram artefact	NEUROIMAGE			English	Article						simultaneous EEG/fMRI; independent component analysis; ballistocardiogram artefact; dipole modelling; auditory evoked potential N1	SINGLE-TRIAL EEG; TOP-DOWN; DYNAMICS; CORTEX; SOUND; REDUCTION; SCANNER; ERP	EEG signals recorded simultaneously with fMRI are massively compromised by severe artefacts, among them the cardiac cycle-related ballistocardiogram (BCG) artefact. Different methods have been proposed to remove the BCG artefact focusing on channel-wise template subtraction procedures or spatial filtering approaches such as independent component analysis (ICA). Here we systematically compared the performance of the optimal basis set (OBS), a channel-wise correction approach, with ICA and a recently proposed combination of both (OBS-ICA). The three different procedures were applied to 60-channel EEG data from 12 subjects recorded during fMRI acquisition in a 3-T scanner. In addition to examination of the residual BCG artefact, the signal-to-noise ratio (SNR) and the topography of the resulting auditory evoked potential component NI were compared. Whereas all three approaches led to a significant artefact reduction, the ICA procedure resulted in a significantly reduced NI SNR and amplitude when compared to BCG-uncorrected data, indicating a rather poor performance. In contrast to ICA, OBS and OBS-ICA corrected data substantially improved the SNR of the N1. The quality of the auditory evoked potential NI topography was investigated by means of equivalent current dipole modelling. On a descriptive level, all three correction procedures led to a reduced localization error when compared to BCG-uncorrected data. This improvement was significant for OBS-ICA. We conclude that OBS and OBS-ICA can efficiently remove BCG artefacts and substantially improve the quality of EEG signals recorded inside the scanner, a prerequisite for the successful integration of simultaneously recorded EEG and IMR]. (c) 2006 Elsevier Inc. All rights reserved.	Royal S Hants Hosp, MRC, Inst Hearing Res, Southampton SO14 OYG, Hants, England; Univ Southampton, Sch Med, Southampton SO9 5NH, Hants, England; Tech Univ Dresden, Inst Psychol, D-8027 Dresden, Germany; Maastricht Univ, Fac Psychol, Dept Neurocognit, Maastricht, Netherlands; MBIC, Maastricht, Netherlands; Univ Hamburg, Med Ctr Eppendorf, Dept Neurophysiol & Pathophysiol, Hamburg, Germany; Univ Portsmouth, Portsmouth PO1 2UP, Hants, England		Debener, S (corresponding author), Royal S Hants Hosp, MRC, Inst Hearing Res, Southampton SO14 OYG, Hants, England.	sdebener@soton.ac.uk	Engel, Andreas K./AAH-6384-2019; Kranczioch, Cornelia/A-3297-2009; Engel, Andreas K/C-7781-2012; Strobel, Alexander/I-5026-2015	Engel, Andreas K./0000-0003-4899-8466; Kranczioch, Cornelia/0000-0001-8814-5535; Engel, Andreas K/0000-0003-4899-8466; Strobel, Alexander/0000-0002-9426-5397; Sorger, Bettina/0000-0003-1393-3144; Peters, Judith/0000-0003-0979-1016; Goebel, Rainer/0000-0003-1780-2467					41	145	151	0	19	ACADEMIC PRESS INC ELSEVIER SCIENCE	SAN DIEGO	525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA	1053-8119	1095-9572		NEUROIMAGE	Neuroimage	JAN 15	2007	34	2					587	597		10.1016/j.neuroimage.2006.09.031	http://dx.doi.org/10.1016/j.neuroimage.2006.09.031			11	Neurosciences; Neuroimaging; Radiology, Nuclear Medicine & Medical Imaging	Science Citation Index Expanded (SCI-EXPANDED)	Neurosciences & Neurology; Radiology, Nuclear Medicine & Medical Imaging	117VJ	17112746	Green Published			2022-08-02	WOS:000242901100010
J	Van Berkum, JJA; Brown, CM; Zwitserlood, P; Kooijman, V; Hagoort, P				Van Berkum, JJA; Brown, CM; Zwitserlood, P; Kooijman, V; Hagoort, P			Anticipating upcoming words in discourse: Evidence from ERPs and reading times	JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION			English	Review						discourse context; lexical anticipation; prediction-sensitive parsing; grammatical gender; EEG	BRAIN POTENTIALS; LEXICAL ACCESS; SEMANTIC INTEGRATION; EYE-MOVEMENTS; SENTENCE COMPREHENSION; PREDICTIVE INFERENCES; WORKING-MEMORY; LANGUAGE; CONTEXT; INFORMATION	The authors examined whether people can use their knowledge of the wider discourse rapidly enough to anticipate specific upcoming words as a sentence is unfolding. In an event-related brain potential (ERP) experiment, subjects heard Dutch stories that supported the prediction of a specific noun. To probe whether this noun was anticipated at a preceding indefinite article, stories were continued with a gender-marked adjective whose suffix in mismatched the upcoming noun's syntactic gender. Prediction-inconsistant adjectives elicited a differential ERP effect, which disappeared in a no-discourse control experiment. Furthermore, in self-paced reading, prediction-inconsistent adjectives slowed readers down before the noun. These findings suggest that people can indeed predict upcoming words in fluent discourse and, moreover, that these predicted words can immediately begin to participate in incremental parsing operations.	Univ Amsterdam, Dept Psychol, NL-1018 WB Amsterdam, Netherlands; FC Donders Ctr Cognit Neuroimaging, Nijmegen, Netherlands; Max Planck Inst Psycholinguist, Nijmegen, Netherlands; Univ Munster, Psychol Inst 2, D-4400 Munster, Germany		Van Berkum, JJA (corresponding author), Univ Amsterdam, Dept Psychol 15, Roetersstr 15, NL-1018 WB Amsterdam, Netherlands.	j.j.a.vanberkum@uva.nl	Hagoort, Peter/B-7417-2012; Van Berkum, Jos J.A./E-6413-2010						129	528	529	5	85	AMER PSYCHOLOGICAL ASSOC	WASHINGTON	750 FIRST ST NE, WASHINGTON, DC 20002-4242 USA	0278-7393	1939-1285		J EXP PSYCHOL LEARN	J. Exp. Psychol.-Learn. Mem. Cogn.	MAY	2005	31	3					443	467		10.1037/0278-7393.31.3.443	http://dx.doi.org/10.1037/0278-7393.31.3.443			25	Psychology; Psychology, Experimental	Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI)	Psychology	929NA	15910130	Green Published			2022-08-02	WOS:000229351600005
